D.O.,PH,CONDUCTIVITY,B.O.D.,NITRATE N+ NITRITEN,FECAL COLIFORM,TOTAL COLIFORM
6.1,6.8,408,1.3,0.17,1300,3808
5.5,6.9,143,1.3,0.09,4100,11113
5.4,7.2,60,1.5,0.08,428,2309
5.8,7.2,34,5.3,0.17,855,3322
5.9,6.7,125,1.5,0.14,1638,5793
6.4,6.7,175,1.3,0.1,772,3636
6.2,7.7,39,1.3,0.06,1296,4517
6.1,7.8,39,1.5,0.06,1032,5840
7.3,6.9,61,0.7,0.09,1430,4388
6.8,6.6,71,1.5,0.14,2495,3949
7.4,6.5,129,2.3,0.49,5868,16691
7,6.8,503,1.6,0.66,965,2404
6.3,7.5,31,1.6,0.06,1466,4267
7.1,6.8,70,0.8,0.17,716,3567
7.3,6.8,69,1.2,0.12,457,2446
6.7,6.6,118,1,0.22,1104,3496
7.4,6.8,80,1.3,0.06,274,1404
4.5,6.6,250,2.4,0.16,1572,5889
6.1,6.9,74,1.8,0.19,1074,3937
5.9,7.3,44,1.6,0.14,962,2794
2.4,6.5,195,4.8,0.35,7980,14217
4,6.8,207,1.8,0.34,818,2280
5.4,7.6,40,1.6,0.07,290,1330
5.3,7.6,41,1.4,0.08,952,2517
7,6.9,54,0.8,0.21,667,3059
5.9,7.7,44,2.1,0.08,1200,831
7.1,6.5,60,1.7,0.13,2926,8163
6.9,7.7,99,3.3,0.56,53,123
6.6,7.9,123,3.2,0.52,44,104
6.6,7.7,220,3.6,0.65,25,77
6.8,7.7,219,3.4,0.63,23,75
4.8,7.2,5429,8.4,2.08,177,408
6.4,8,493,4.2,3.91,17,68
6.8,7.6,100,3,0.54,124,295
6.7,7.5,316,4.6,0.6,47,132
5.8,7.9,37227,9.5,1.42,231,451
6.9,7.7,84,3.1,0.42,69,168
4.9,7.6,21254,55.5,2.18,560,964
6.9,7.9,312,2.7,1.58,4,107
6.8,7.5,146,3,0.6,124,241
6.7,7.3,127,2.9,0.59,100,209
5.6,6.9,432,4.5,1.72,58,173
6.5,7.3,126,3,0.59,132,284
7.1,7.5,128,3,0.6,136,297
6.4,7.3,129,3.1,0.6,68,191
6.9,7.7,129,2.9,0.55,135,268
7,7.9,153,2.9,0.55,30,86
6.4,7.6,10165,3.7,2.14,5,139
6.9,7.7,307,2.8,3.6,4,123
6.3,7.7,322,3.5,1.1,4,116
6.5,7.5,5835,3.4,1.72,4,126
6.3,7.4,9245,4.7,2,4,134
6.5,8.1,1907,4,0.55,46,115
7,8,1896,3.5,0.64,190,245
7,8,206,2.9,0.56,31,74
6.8,7.8,239,3.3,0.56,33,77
6.4,7.6,152,3.2,0.96,62,142
6.7,7.7,146,3,0.89,30,73
6.7,7.6,137,2.9,0.76,24,64
6.6,7.8,228,3.5,0.57,30,79
7,7.7,409,2.4,0.93,4,112
6.8,7.6,263,2.9,0.81,4,123
6.9,7.5,338,2.3,3.93,4,108
7,7.2,79,0.8,0.62,279,637
6.6,7,67,1.1,0.53,275,670
6.6,7.3,59,0.7,0.57,281,541
6.2,7.3,66,0.8,0.55,303,609
7.1,7,67,1,0.34,170,538
7,6.7,5341,1.1,0.37,158,528
6.7,7.3,89,1.1,0.35,1163,2025
6.2,7.3,136,1,0.46,296,676
7.1,8.1,212,0.9,0.56,524,992
6.3,6.3,134,1.2,0.67,224,780
7.3,7.2,76,0.6,0.31,468,893
7,7.3,11041,0.9,0.29,256,503
6.8,7.1,75,0.8,0.5,693,1169
7.4,7.2,61,0.7,0.11,54,255
1.7,6.6,769,3.4,1.11,556,1717
6.1,7.5,14083,1.4,0.25,920,2686
6.6,7.2,92,0.8,0.77,332,660
6.6,7.2,1348,0.8,1.01,392,810
6,6.7,95,1.2,0.29,253,680
6.6,6.8,78,1,0.2,275,626
0.6,6.7,268,4.1,1.28,400,1308
1.8,6.6,82,2,0.39,399,1410
7.1,7.2,61,1,0.34,251,608
3.9,7.6,30298,2.5,0.59,4830,7240
6.6,8,310,1.1,0.54,517,783
7,7.1,97,0.8,0.35,45,77
7.3,7,51,0.7,0.18,65,258
0.5,7.1,1717,21.2,4.41,3317,15833
7,7.4,55,0.9,0.32,800,1400
6.1,6.8,67,1.1,0.58,80,394
7,6.7,61,1.3,0.28,168,248
5.2,6.9,81,1.5,0.37,71,465
6.1,8,510,1.1,0.72,784,1572
6.5,6.9,12150,1.8,0.52,711,1481
7.9,7.2,50,1.1,0.3,319,845
7.5,6.9,34,0.9,0.14,110,256
7,7.4,72,1,0.38,496,897
7.3,7.3,99,0.9,0.23,1088,1788
7.5,6.9,125,1.6,0.45,970,1400
6.8,6.9,116,1.7,0.4,825,1260
5.8,7.3,107,0.9,0.88,232,343
7.1,7.2,85,0.8,0.31,67,184
6.8,7.1,58,0.7,0.46,2010,3460
5.7,7.3,13197,1.5,0.35,46,144
6.7,7.1,58,1.2,0.39,964,1739
7,6.9,3453,0.9,0.17,56,278
6.5,7,14369,1.3,0.27,63,175
6.6,7.3,70,1.4,0.39,838,1875
7,7.3,60,0.8,0.18,631,1813
6.3,7.2,97,0.8,0.56,357,880
6,7,63,1.1,1.04,243,493
4.4,7.1,113,1.5,1.17,358,722
4.5,7.2,79,1,1.04,279,537
5.1,6.9,1789,2.1,0.68,408,1946
7.5,7.2,36,1.1,0.27,282,1134
6.8,7,59,1.3,0.32,648,2267
6.8,6.9,114,1.4,0.23,388,1785
5.9,6.8,1108,2.2,0.62,386,1520
4.9,6.7,88,2.2,0.28,480,2200
6.8,6.9,1686,1.4,0.25,236,1223
7.1,6.9,45,1.2,0.29,451,1636
6.9,6.6,56,1.1,0.3,177,542
6.5,6.3,49,1,0.22,87,323
4.9,6.6,169,2.1,0.76,250,1241
4.2,6.5,19575,1.4,0.39,210,528
6.9,7.1,63,0.9,0.16,152,336
6.6,6.7,69,0.8,0.38,185,464
4.5,6.6,6381,2.1,0.34,196,435
6.2,7.2,9326,1.3,0.22,61,141
6.6,7.1,15158,1.1,0.26,126,810
6.3,7.3,74,1.2,0.29,725,1813
6,7.6,429,1.1,1.1,3,362
6,7.8,308,1.1,1.47,3,343
5.8,7.4,505,0.6,0.73,4,1517
6.1,7.5,465,0.5,0.34,4,1458
6.4,7.1,183,2.3,0.62,209,398
7.1,7.4,135,1.9,0.72,419,995
6.7,7.2,103,1, ,11,70
6.8,7.1,106,1, ,13,137
7.8,7.9,213,1.5,0.35,7742,15083
7.7,8.1,312,2,0.75,12675,32017
6.9,7.6,99,1.6,1.39,3066,5395
7.3,8,230,1.6,0.69,2346,4348
6.8,8.1,264,2.6,1.16,2428,5142
7.2,8.1,272,3.1,1.46,2196,4586
8,8.3,312,1.4,0.73,1618,4319
8.2,8,19595,2,0.94,624,1116
7,8,199,1.8,1.11,1503,3573
7.2,8.1,201,1.6,0.36,1239,2324
6.8,7.8,505,2.1,0.02, , 
6.5,7.9,11170,3,0.3, , 
6.9,7.4,4990,3,0.37, , 
6.8,8.1,1516, ,0.28, , 
6,7.3,44600, ,0.23, , 
6.8,7.5,890,2.1,0.51,274,589
7.3,7.6,160,1.9,0.06,32,89
7,7.7,111,2.2,0.08,53,131
6.7,7.7,139,3.1,0.22,123,300
7.2,7.2,288,2.1,0.14,33,91
7,7.1,95,1.9,0.08,47,118
7,7.5,84,1.7,0.06,32,87
7.4,7,3101,15.6,0.15,76,174
7.2,7.3,510,2.9,0.08,46,123
7.1,7.4,88,1.8,0.07,34,90
7.2,6.9,338,3.8,0.07,44,104
6.7,7.6,162,3.3,0.16,90,249
6.7,7.6,182,4.1,0.15,92,251
0.2,7.2,2219,185.8,1.75,180000000,300000000
6.8,8,414,3.1,0.88, , 
5.5,7.4,635,8.8,5.08,1400,5500
5.5,7.4,1051,25,6.8,32000,63000
5.3,7.3,636,9.9,5,2150,10000
5.1,7.4,993,21.9,6.63,36250,57750
5.3,7.5,632,13.5,5.08,20000,34750
4.9,7.4,973,17.5,4.77,22000,40667
4.3,7.5,1156,24.5,7.65,33750,65000
4.8,7.4,904,26,8.6,31750,55000
5.1,7.4,1110,16,14.85,3475,12000
5.3,7.4,1290,26.9,8.1,36250,66250
4.9,7.4,990,27.8,6.78,19000,40500
5.2,7.4,914,20.5,6.18,14750,29500
6.4,7.9,1808,21,5.9, , 
6.6,7.8,1302,18, , , 
6.4,8,1286,19.5, , , 
4.8,7.5,280,2.4,0.72,3,4
7.7,7.4,344,1.2,0.37,9,19
7.3,7,310,1.4,0.38,13,22
7.1,7.7,303,1.5,0.34,13,23
3.3,7.5,1630,185,1.75, , 
6.2,7.5,788,41.5,4.08,105,235
6,8.3,468,1.4,0.43,5,16
5.9,7.3,234,1.5,0.36,4,12
6.4,8,527,1.2,0.35,5,21
5.9,7.9,796,1.5,0.48,4,14
7.3,7.4,388,2.1,0.58, ,46
8.5,7.5,166,2.7,,,31
8.9,7,125,1.9,,,45
8,7.8,144,2.1,,,51
7.5,7.7,87,1.2,,,54
8.5,7.6,84,2,,,16
8.4,7.5,103,1.9,,,75
8.7,7.2,117,3.2,,,52
6.5,7.7,287,8.2,,,114
8.6,7.5,130,4.6,,,39
8.9,7.5,109,1.2,,,33
9.8,8.4,246,1.2,,,10
7.6,7.5,147,1.3,,,30
8.7,7.6,202,1.2,,,60
8.4,7.4,177,2.4,,,48
8.7,7.6,203,2.5,,,59
8.2,7.4,120,1.9,,,46
8,7.2,110,1.4,,,80
8.4,7.6,213,1.5,,,20
9.4,7.8,174,1,,,16
8.1,8,244,2.4,,,73
8.1,8,162,1.8,,,26
8.7,7.6,163,2.6,,,24
8.7,7.6,143,1.9,,,58
9.2,7.6,208,1.9,,,30
8.3,7.7,158,2,,,48
5.9,7.1,338,6.6,,,522
4.3,7.4,269,12.3,,,412
8.2,7.1,109,3.3,,,12
11.1,7.6,131,3.6,,,32
7.4,7.1,116,2.7,,,55
8.2,7.6,112,2.1,,,31
8.5,7.5,169,3.6,,,41
11.4,7.2,128,1,,,20
8.9,7.6,221,1.7,,,30
9.3,7.6,193,2.3,,,41
9.1,7.3,217,3.9,,,67
7.9,7.3,131,0.8,,,38
8.7,7.4,176,2.2,,,36
8.1,7.3,199,2.2,,,56
8.2,7.4,170,2.2,,,39
7.7,7.2,95,1.8,2.67,22,50
7.6,7.2,92,2.5,2.41,20,45
9.9,7.2,65,1.5,2.31,21,55
7.6,7.4,93,2.1,2.89,276,408
5.5,2.9,568,6.8,1.12,18,33
7.6,7,42,1.3,3.01,11,27
7.7,7.1,45,1.4,2.89,9,22
8.3,7,59,1.7,2.86,16,33
6.9,2.6,1072,3.2,1.17,3,21
7.7,6.3,250,2.1,3.88,180,326
8.8,7.3,37,1.5,1.62,15,35
7.3,7.3,72,2,1.65,17,36
7.5,7,38,1.7,2.2,18,40
7.8,7.1,44,1.6,2.62,15,33
7,7,100,2.4,3.03,1967,2600
7.5,6.3,52,1.7,0.82,7,21
6.4,6.9,61,2.6,3.88,227,538
7.5,7.1,39,1.4,2.88,12,22
8,7.1,41,1.4,3.35,10,25
7.9,7.3,93,1.7,5.02,295,418
7.5,6.9,69,1.9,4.92,20,49
7.9,7.2,46,1.7,2.72,20,45
8,7.2,42,1.4,2.47,5,31
7.7,7.1,101,1.5,3.42,16,43
7.2,7.1,49,1.6,2.86,17,40
8.2,7.1,49,1.2,2.81,15,32
7.8,7.1,58,1.5,2.97,19,43
3.9,7.1,235,16.9,16.61,16500,23000
4.9,7.1,182,14.2,11.61,10417,15500
2.7,7.1,281,35.4,14.84,41000,62667
2.5,7.1,382,37.2,11.81,53083,87167
8,7,48,1.4,3.8,17,41
8.4,7.1,48,1.2,3.08,18,45
6.8,6.6,49,1.9,3.07,18,38
2.1,7,286,45.6,10.61,51250,84500
4,7.1,194,22.4,10.47,29500,45250
7.7,7.2,107,6.6,3.02,285,425
7.6,7.1,51,2,2.6,37,81
7.7,7.1,46,1.6,3.93,8,22
7.7,7.1,49,1.9,3.89,11,26
6.5,7.4,297,1,0.13,26,438
6.3,7.5,287,0.9,0.14,5,204
6.5,7.2,375,1.1,0.17,33,625
6.9,6.9,349,1.1,0.18,38,503
6.6,7.8,165,1.6, ,268,316
6.4,8,155,3.9,0.5,512,516
6.5,8,168,4.2,0.99,488,616
6.7,7.7,218,5,1.31,,
4.2,7.9,4909,18,7,,
4.6,8,23576,158.8,6.88,35,46
4.8,7.8,65700,164,3.42,,
6.7,8.5,235,,3.1,,
6.7,8.3,262,,,,
6.8,7.8,227,,,,
6.8,8.5,249,,0.11,,
4.2,8.2,2754,42,,,
7.1,7.3,212,1.4,0.84,3,6
5,8.3,12771,4.1,1.48,7,30
6.7,8,304,1.5,0.18,1500,3550
5.8,7.7,1315,2.5,0.22,1900,6800
5.9,7.6,36593,3.9,0.07,1200,3200
7.6,7.7,1291,10,0.34,23,77
6,7.7,18865,3.6,3.12,900,2450
4.3,8.4,605,6.5,1.68,5,15
3.7,8.2,600,4.3,1.66,6,20
4.6,7.2,729,4,0.33,900,2300
6.2,8.4,2670,1.3,0.24,,
6.8,6.5,43,1.1,0.42,8,178
6.6,7,59,1.1,0.27,8,113
6,6.2,106,1.5,0.28,9,166
5.9,6.6,516,1.1,0.18,8,169
7.3,6.1,87,0.9,0.33,6,169
7.3,5.9,74,1.5,0.22,8,163
6.7,6.3,127,2,0.44,10,149
6.8,6.2,226,1.6,0.18,9,151
7.1,5.9,93,1.8,0.28,9,131
7.4,6.2,76,1.3,0.41,11,133
7.3,6.2,113,1.2,0.33,9,137
7.3,5.9,100,1.3,0.27,6,173
6,5.9,273,1.8,0.31,10,171
6.1,6.5,201,2,0.43,9,149
6.2,6.3,245,1.8,0.31,7,135
7,6.5,75,0.9,0.22,7,166
7.3,6,74,1.6,0.11,8,181
7.1,7.9,108,3.3,0.42,65,137
7.1,7.7,111,4.4,0.32,,
7,8,129,3.5,0.49,40,105
7,8,130,3.3,0.46,33,93
5.7,7.4,2323,6.3,1.47,400,541
5.9,7.6,462,4.9,2.47,23,63
7,7.7,107,3.8,0.4,131,285
6.2,7.4,299,5.1,0.95,209,401
5.9,7.8,33259,6.8,1.61,114,228
7.2,7.9,77,3.2,0.42,164,282
3.2,7.4,28018,46,1.67,908,1164
6.8,7.8,350,2.6,1.99,2,72
6.9,7.5,133,3.2,0.55,252,409
6.9,7.5,143,3.4,0.54,149,307
6.1,6.9,609,4.2,3.1,65,135
6.8,7.4,129,3.2,0.86,51,133
6.7,7.4,130,3.2,0.75,45,124
6.6,7.4,130,5,0.74,67,158
6.7,7.5,120,3.6,0.73,85,226
7.1,7.9,139,3.2,0.45,74,147
6,7.4,13925,59.1,3.08,4,116
6.7,7.7,274,2.3,2.04,5,88
6.3,7.9,326,2.5,2.32,2,71
6.3,7.9,7392,2.4,6.41,4,71
6.3,7.7,12051,4.4,5.37,4,102
7,8.3,162,3.8,0.48,44,90
7,8.3,212,3.6,0.44,47,90
7.1,8.3,227,3.2,0.48,67,124
6.8,8.2,314,4.3,0.45,28,69
6.8,7.8,151,3.4,0.5,601,740
7,7.8,123,3.4,0.44,42,100
6.9,7.8,139,3.3,0.76,85,169
6.8,8.2,313,4,0.49,49,99
6.7,7.8,215,2.5,0.83,2,51
6.7,7.8,204,2.5,0.77,2,68
6.9,7.7,205,2.2,0.93,2,55
7.1,6.9,72,0.5,0.25,278,641
6.6,6.9,70,0.9,0.49,223,495
6.9,7.1,52,0.8,0.18,46,520
7.2,7,830,0.8,0.16,94,654
6.3,6.9,95,1.3,0.99,750,1325
7.2,7.4,164,0.9,0.46,1325,2225
6.9,7.5,231,0.8,0.55,1000,1725
6.5,6.9,101,1.3,0.47,468,1127
7.1,7.1,64,0.6,0.4,283,646
7.1,7.1,4600,0.6,0.35,229,538
7.5,7.2,52,0.6,0.15,285,900
2,6.8,265,2.4,2.3,1525,5425
5.6,7,12769,1.2,0.41,725,1650
7.1,7,90,0.6,0.64,338,625
6.1,7,248,0.8,0.66,500,1150
6,7,94,1.1,0.13,183,370
6.5,7.5,76,0.8,0.08,275,585
1.5,6.6,192,3.6,0.92,881,2978
2,6.8,79,2.4,0.2,456,1275
7.2,7.1,52,0.6,0.15,298,687
4,7.5,25964,1.1,0.76,945,1588
7.2,7.3,54,0.9,0.25,330,610
0.8,7.1,1239,11.9,1.87,4250,11000
6.4,6.5,58,1.3,0.34,255,960
6.3,6.8,77,1.2,0.16,73,208
5.4,6.6,80,1.6,0.27,335,775
5.8,7.8,666,1,0.24,993,1650
6.6,7.2,12768,1.1,0.13,88,1412
7.7,7.2,44,1,0.28,29,148
7.1,7,27,0.4,0.11,73,218
7.3,7.2,59,0.6,0.19,160,465
7.8,7.1,119,0.7,0.87,875,1725
7.3,7.1,54,1.3,0.41,415,913
7,6.6,104,1.5,0.49,500,1000
6,7.2,92,0.7,0.38,765,1390
6.8,6.6,48,0.5,0.44,1225,2025
5.6,7.1,20455,0.6,0.58,433,675
7,7,56,1.1,0.43,768,1725
6.7,6.9,2531,0.5,0.22,308,465
6.2,7.2,15362,0.8,0.39,830,1303
7.3,7.2,62,0.8,0.95,525,985
7.6,7.2,59,0.6,0.65,463,1163
6.4,6.8,83,0.5,0.42,175,575
7,6.6,50,0.6,0.75,295,578
6.7,6.8,76,1.2,1.21,310,625
6.7,6.6,64,0.9,1.35,428,838
5.6,6.9,943,1.5,0.4,655,1925
7.4,7,38,0.9,0.26,386,1196
6.7,6.9,43,1,0.3,1043,2750
7.1,7.3,48,1.5,0.36,595,1775
6.2,6.8,309,1.6,0.39,1129,2725
5.2,6.8,61,1.8,0.33,1123,2650
6.8,6.9,995,1.1,0.24,349,1258
6.8,6.9,52,0.9,0.45,39,198
6.2,6.6,44,0.7,0.21,715,1630
4.5,6.5,77,1.1,0.34,400,2675
4,7,19279,0.9,0.03,98,233
7,7.4,69,1,0.12,230,660
6.5,6.8,58,0.5,0.24,303,1026
4.6,6.9,98,0.6,0.11,168,348
6.6,7.3,12327,0.6,0.71,1326,2210
7.1,7,51,1,0.78,750,1700
6.2,7.5,371,1.1,1.62,3,528
6.2,7.7,316,1.3,2.41,3,312
7.3,7.1,241,2.9,1.17,100,185
7.7,7.4,121,1.4,0.64,378,1255
6.5,7.3,64,1,2.6,236,420
6.9,7.4,57,1,1.28,46,409
7.5,8,211,1.9,0.39,3005,6858
7.2,8,263,3.7,0.63,6625,14725
7,7.6,111,1.6,0.67,1081,2743
7.5,7.9,205,1.5,1,1615,3542
7.1,7.7,283,2.3,1.73,2882,6692
7.4,8,263,1.7,0.65,3113,6617
8.1,8,300,2.3,0.45,2272,4569
7.8,8,13103,2.1,0.59,277,739
7.4,8,207,1.5,0.53,1356,2872
7.2,8,198,1.4,0.57,677,1850
6.5,8.1,729,1,0.65,,
3,8.1,1086,,0.1,,
6.9,8.2,10910,,0.02,,
6,8,17990,,0.07,,
4.8,7.7,48500,,0.34,,
6.3,7.6,830,1.8,0.24,738,2020
7.4,7.6,104,1.2,0.09,,
6.9,7.8,440,3.4,1.21,,
5.8,7.2,732,8.5,3.83,1089,4838
5.6,7.4,1322,15.3,15,16750,41500
5.4,7.3,809,10,4.2,4278,8975
5.7,7.3,1103,14.3,13.75,20250,52500
5.7,7.5,906,24,14.18,7863,17625
3.5,7.4,1064,20,13.2,8000,14500
3.2,7.6,1197,27.3,19.2,20250,40250
4.7,7.3,1383,32.8,16.4,14388,42875
4.8,7.4,1063,16,5.03,3138,8025
5.3,7.5,1532,18.3,15.8,27000,63500
5.6,7.5,1269,34.5,12.15,22000,60000
5.4,7.4,1194,22,8.3,10000,35000
6.1,6.8,780,14.7,,,
6.1,6.8,773,14.7,,,
6,7,820,15.3,,,
4.8,7.9,650,3.2,0.68,6,62
5,7.3,390,2.8,0.14,4,20
8.3,7.6,334,1,0.49,9,16
8.2,7.7,316,1.2,0.48,11,20
3.1,7.8,1261,195.4,4.78,,
8.3,7.6,304,1.2,0.51,12,20
5.5,7.6,743,7.6,1.02,81,166
5.1,7.8,657,1.7,0.26,6,23
5.3,7.8,623,1.7,,,
8.7,7.1,252,4.9,,,10
5.1,7.2,17,1,,,10
10,7.4,157,0.6,,,5
5.9,7,164,1.6,,,74
6.1,7.3,141,1.4,,,63
5.6,7.1,427,1.4,,,175
4.7,7,527,1.9,,,42
5.5,8.6,116,4.5,,,113
6.8,6.8,160,1.5,,,23
7,7.4,47,1,,,5
7.3,7.8,116,1.2,,,10
5.5,7.3,179,1.2,,,75
4.7,7.4,220,1.6,,,140
4.9,7,180,1.2,,,10
5.8,7.8,367,6.2,,,95
5.8,7.4,249,1,,,37
6.2,6.9,182,2.1,,,8
5.5,7.7,356,1.2,,,202
5.1,6.9,190,2.3,,,33
5.2,7.1,164,2.8,,,20
4.6,7,188,2.8,,,18
5.6,6.6,165,1.9,,,23
1.9,6.8,484,15.3,,,1075
2.5,7.1,424,16.7,,,682
5.5,6.9,118,2.8,,,10
6,7,100,4.2,,,10
4.9,6.9,93,3.6,,,25
4.8,7,167.1,2.8,,,
5.4,7.2,211,1.1,,,78
6,7.5,231,1.1,,,10
5.6,7.1,319,4.4,,,15
5.7,6.9,261,2.3,,,53
9.9,7.1,163,1,,,35
6.1,7.6,163,4.5,,,25
5.1,6.9,170,2.5,,,10
3.8,7,192,3,,,23
7.8,7.2,139,1.9,0.56,263,359
6.5,3.1,489,6.1,0.52,32,47
7.3,7,162,2.2,0.69,2085,2633
7.8,7.1,136,1.9,0.52,303,409
7.7,7.1,205,7,0.84,303,461
8.1,7.1,267,1,0.11,2,12
8,7,278,1.1,0.11,3,18
6.9,7.2,268,1.1,0.11,6,37
6.8,7.1,286,1.3,0.11,8,29
6.6,7.8,149,1.8,,209,340
6.3,8,164,3.4,0.3,380,528
